doc_id,item,category,amount,price,discount
DOC14555Q155,Кастрюля,Посуда,2,693.68,65.23
DOC14555Q155,Шампунь,Бытовая химия,8,857.11,247.21
DOC14555Q155,Средство для мытья посуды,Бытовая химия,3,218.05,62.29
DOC53567G106,Джинсы,Одежда,8,459.4,13.67
DOC53567G106,Наволочка,Текстиль,4,776.02,174.03
DOC53567G106,Наволочка,Текстиль,7,709.91,38.89
DOC64431V413,Кастрюля,Посуда,5,153.28,1.94
DOC64431V413,Ложка,Посуда,5,244.68,40.05
DOC47007L905,Сковорода,Посуда,7,379.56,30.41
DOC47007L905,Шампунь,Бытовая химия,1,796.11,100.07
DOC84451A485,Нож,Посуда,1,276.35,59.45
DOC84451A485,Средство для мытья посуды,Бытовая химия,7,158.47,35.72
DOC84451A485,Футболка,Одежда,6,346.71,67.49
DOC66076R722,Средство для мытья посуды,Бытовая химия,3,253.28,20.14
DOC66076R722,Простыня,Текстиль,2,971.06,180.85
DOC66076R722,Вилка,Посуда,10,969.41,68.37
DOC51808M884,Джинсы,Одежда,5,679.44,42.06
DOC51808M884,Мыло,Бытовая химия,5,638.73,78.26
DOC51808M884,Нож,Посуда,2,90.3,4.29
DOC51808M884,Средство для мытья посуды,Бытовая химия,6,307.59,44.97
DOC51808M884,Шампунь,Бытовая химия,9,363.64,61.3
DOC27711R842,Джинсы,Одежда,9,629.26,108.5
DOC27711R842,Куртка,Одежда,10,391.74,94.45
DOC39244N301,Средство для мытья посуды,Бытовая химия,10,889.09,243.16
DOC55306C525,Полотенце,Текстиль,2,245.05,33.42
DOC55306C525,Полотенце,Текстиль,6,341.15,48.92
DOC55306C525,Сковорода,Посуда,9,951.68,29.96
DOC22918Q472,Джинсы,Одежда,2,329.12,51.31
DOC22918Q472,Нож,Посуда,4,893.01,137.76
DOC54504I852,Сковорода,Посуда,8,504.09,30.23
DOC54504I852,Тарелка,Посуда,9,950.29,9.58
DOC54504I852,Порошок стиральный,Бытовая химия,8,652.35,74.64
DOC54504I852,Сковорода,Посуда,7,361.0,82.29
DOC54504I852,Сковорода,Посуда,4,824.96,20.05
DOC65469D833,Наволочка,Текстиль,10,395.27,29.36
DOC65469D833,Шампунь,Бытовая химия,7,281.97,1.18
DOC65469D833,Джинсы,Одежда,6,732.62,77.27
DOC43533B523,Чашка,Посуда,1,146.82,22.59
DOC43533B523,Шампунь,Бытовая химия,10,191.3,55.1
DOC43533B523,Сковорода,Посуда,6,264.16,15.33
DOC43533B523,Куртка,Одежда,8,573.95,115.54
DOC43533B523,Ложка,Посуда,10,158.6,22.56
DOC75836A638,Порошок стиральный,Бытовая химия,10,270.96,48.84
DOC75836A638,Шампунь,Бытовая химия,2,922.19,230.27
DOC16683P782,Куртка,Одежда,5,533.77,142.98
DOC16683P782,Мыло,Бытовая химия,8,614.8,13.94
DOC91935R172,Ложка,Посуда,7,549.25,87.0
DOC91935R172,Кастрюля,Посуда,7,130.84,32.41
DOC91935R172,Полотенце,Текстиль,7,530.29,6.14
DOC91935R172,Футболка,Одежда,1,330.51,91.34
DOC82520J106,Сковорода,Посуда,3,165.74,21.1
DOC82520J106,Сковорода,Посуда,2,594.12,41.14
DOC82520J106,Куртка,Одежда,7,793.27,116.0
DOC92720P303,Футболка,Одежда,2,103.24,1.46
DOC91932A673,Шампунь,Бытовая химия,1,550.96,34.76
DOC91932A673,Средство для мытья посуды,Бытовая химия,7,688.54,166.75
DOC91932A673,Полотенце,Текстиль,4,25.13,5.1
DOC91932A673,Полотенце,Текстиль,9,835.97,189.46
DOC91932A673,Куртка,Одежда,6,732.65,75.06
DOC35031M210,Полотенце,Текстиль,6,237.33,70.16
DOC35031M210,Кастрюля,Посуда,2,450.62,92.68
DOC35031M210,Футболка,Одежда,5,480.09,32.17
DOC35031M210,Вилка,Посуда,7,398.53,103.61
DOC92522D991,Порошок стиральный,Бытовая химия,1,624.54,22.03
DOC92522D991,Тарелка,Посуда,3,954.99,59.79
DOC92522D991,Полотенце,Текстиль,7,496.19,112.95
DOC94293P999,Порошок стиральный,Бытовая химия,9,355.38,16.5
DOC15647V391,Средство для мытья посуды,Бытовая химия,5,317.57,89.28
DOC15647V391,Футболка,Одежда,1,817.34,58.43
DOC15647V391,Футболка,Одежда,7,834.24,75.26
DOC72389K523,Куртка,Одежда,6,215.44,55.89
DOC72389K523,Шампунь,Бытовая химия,4,132.08,15.42
DOC72389K523,Джинсы,Одежда,9,351.55,95.17
DOC48113V864,Футболка,Одежда,9,952.54,239.85
DOC48113V864,Средство для мытья посуды,Бытовая химия,1,501.98,96.58
DOC44138O118,Кастрюля,Посуда,1,453.75,66.15
DOC44138O118,Порошок стиральный,Бытовая химия,4,242.42,0.45
DOC44138O118,Кастрюля,Посуда,5,344.97,81.72
DOC44138O118,Наволочка,Текстиль,3,957.51,86.55
DOC33013S373,Простыня,Текстиль,9,313.73,20.38
DOC33013S373,Сковорода,Посуда,7,672.85,167.6
DOC32917Y501,Простыня,Текстиль,10,949.02,39.58
DOC32917Y501,Куртка,Одежда,7,580.52,3.61
DOC19504M757,Наволочка,Текстиль,1,752.13,86.92
DOC92999K576,Нож,Посуда,3,337.36,7.69
DOC92999K576,Кастрюля,Посуда,7,177.3,40.53
DOC92999K576,Футболка,Одежда,8,460.32,113.3
DOC28944X471,Мыло,Бытовая химия,2,861.15,72.53
DOC28944X471,Ложка,Посуда,7,374.27,20.76
DOC51975Q624,Кастрюля,Посуда,5,440.65,123.59
DOC51975Q624,Футболка,Одежда,10,173.34,38.73
DOC46161G269,Джинсы,Одежда,9,97.8,27.17
DOC46161G269,Наволочка,Текстиль,4,478.79,96.56
DOC47982U837,Порошок стиральный,Бытовая химия,9,357.58,3.57
DOC47982U837,Сковорода,Посуда,3,271.92,35.66
DOC99726Y598,Джинсы,Одежда,5,103.21,4.52
DOC99726Y598,Чашка,Посуда,3,385.36,34.11
DOC99726Y598,Мыло,Бытовая химия,7,256.69,18.97
DOC94617Z824,Джинсы,Одежда,10,739.19,1.93
DOC94617Z824,Средство для мытья посуды,Бытовая химия,9,740.58,53.54
DOC94617Z824,Сковорода,Посуда,3,470.19,46.02
DOC94617Z824,Сковорода,Посуда,7,807.08,140.12
DOC94617Z824,Джинсы,Одежда,10,232.52,44.88
DOC94984S408,Джинсы,Одежда,10,587.95,79.39
DOC94984S408,Куртка,Одежда,8,502.59,82.41
DOC94984S408,Куртка,Одежда,5,688.99,179.31
DOC94984S408,Средство для мытья посуды,Бытовая химия,3,132.08,14.41
