doc_id,item,category,amount,price,discount
DOC74264E345,Мыло,Бытовая химия,6,879.94,35.23
DOC74264E345,Простыня,Текстиль,1,211.92,37.86
DOC13418I378,Простыня,Текстиль,5,21.25,5.27
DOC13418I378,Простыня,Текстиль,1,415.81,11.06
DOC13418I378,Чашка,Посуда,1,285.98,32.43
DOC13418I378,Ложка,Посуда,10,966.7,50.25
DOC13418I378,Мыло,Бытовая химия,2,767.04,137.94
DOC91813J123,Порошок стиральный,Бытовая химия,8,983.31,172.09
DOC91813J123,Вилка,Посуда,9,849.54,212.12
DOC91813J123,Сковорода,Посуда,1,151.53,40.92
DOC91813J123,Вилка,Посуда,7,275.34,39.31
DOC52028N685,Кастрюля,Посуда,1,307.23,30.74
DOC52028N685,Средство для мытья посуды,Бытовая химия,7,775.0,1.06
DOC52028N685,Мыло,Бытовая химия,3,359.6,100.49
DOC52028N685,Полотенце,Текстиль,2,421.27,83.42
DOC45960D562,Нож,Посуда,8,910.59,181.95
DOC45960D562,Чашка,Посуда,5,440.21,23.92
DOC70734N140,Тарелка,Посуда,4,567.01,155.0
DOC70734N140,Наволочка,Текстиль,1,390.84,71.59
DOC70734N140,Ложка,Посуда,3,313.25,30.52
DOC15269F262,Шампунь,Бытовая химия,5,22.69,4.05
DOC15269F262,Футболка,Одежда,6,512.49,53.98
DOC15269F262,Футболка,Одежда,1,519.23,2.08
DOC37447H357,Порошок стиральный,Бытовая химия,6,64.73,2.22
DOC37447H357,Ложка,Посуда,7,340.06,94.24
DOC37447H357,Сковорода,Посуда,2,593.43,167.31
DOC31607P732,Простыня,Текстиль,3,239.42,45.95
DOC31607P732,Шампунь,Бытовая химия,9,521.53,47.2
DOC31607P732,Порошок стиральный,Бытовая химия,2,203.31,20.93
DOC31607P732,Простыня,Текстиль,4,439.43,31.2
DOC31607P732,Вилка,Посуда,2,612.37,3.29
DOC47129P490,Порошок стиральный,Бытовая химия,7,792.28,87.13
DOC47129P490,Футболка,Одежда,9,108.49,6.9
DOC18725W847,Джинсы,Одежда,6,774.78,70.52
DOC18725W847,Куртка,Одежда,10,161.72,15.07
DOC18725W847,Вилка,Посуда,10,715.16,95.69
DOC87560I523,Чашка,Посуда,9,598.72,154.06
DOC87560I523,Наволочка,Текстиль,1,576.96,67.07
DOC87560I523,Футболка,Одежда,3,795.49,88.2
DOC22985E895,Нож,Посуда,10,463.93,63.17
DOC65386A502,Порошок стиральный,Бытовая химия,4,756.27,16.34
DOC65386A502,Куртка,Одежда,5,884.07,114.26
DOC85637Q104,Шампунь,Бытовая химия,3,812.13,163.42
DOC85637Q104,Чашка,Посуда,4,799.25,4.35
DOC80639K169,Мыло,Бытовая химия,8,45.71,12.63
DOC80639K169,Наволочка,Текстиль,5,49.31,4.38
DOC88620E966,Нож,Посуда,4,226.65,14.61
DOC92851D541,Джинсы,Одежда,3,130.8,34.0
DOC92851D541,Нож,Посуда,3,572.99,149.85
DOC12554B795,Джинсы,Одежда,2,767.76,223.58
DOC12554B795,Чашка,Посуда,2,242.97,32.69
DOC12554B795,Тарелка,Посуда,2,638.85,110.04
DOC12554B795,Простыня,Текстиль,1,348.31,80.95
DOC20867I535,Шампунь,Бытовая химия,7,367.79,28.17
DOC20867I535,Полотенце,Текстиль,10,963.18,181.94
DOC20867I535,Кастрюля,Посуда,4,734.5,125.08
DOC20867I535,Порошок стиральный,Бытовая химия,8,593.92,11.22
DOC20867I535,Футболка,Одежда,4,972.36,78.41
DOC94602X417,Полотенце,Текстиль,1,89.08,21.47
DOC94602X417,Мыло,Бытовая химия,7,421.47,120.22
DOC94602X417,Простыня,Текстиль,6,202.45,12.56
DOC94602X417,Вилка,Посуда,1,479.94,97.58
DOC94602X417,Футболка,Одежда,1,53.23,4.68
DOC61530J916,Куртка,Одежда,9,905.32,61.37
DOC61530J916,Порошок стиральный,Бытовая химия,8,706.16,122.01
DOC61530J916,Вилка,Посуда,2,297.99,82.56
DOC61530J916,Нож,Посуда,8,406.03,14.15
DOC77293T404,Кастрюля,Посуда,9,232.23,37.03
DOC77293T404,Мыло,Бытовая химия,3,965.66,199.54
DOC77293T404,Порошок стиральный,Бытовая химия,5,639.3,28.3
DOC42930Z766,Вилка,Посуда,8,162.83,4.64
DOC42930Z766,Шампунь,Бытовая химия,6,173.09,50.63
DOC42930Z766,Сковорода,Посуда,1,87.43,12.57
DOC10533I486,Футболка,Одежда,8,289.71,9.69
DOC10533I486,Порошок стиральный,Бытовая химия,1,203.18,26.66
DOC10533I486,Кастрюля,Посуда,1,521.76,57.73
DOC10533I486,Наволочка,Текстиль,3,620.91,1.14
DOC10533I486,Средство для мытья посуды,Бытовая химия,9,449.72,123.09
DOC38772L670,Наволочка,Текстиль,3,979.92,82.74
DOC38772L670,Кастрюля,Посуда,6,566.88,0.15
DOC38772L670,Джинсы,Одежда,7,287.57,25.31
DOC38772L670,Порошок стиральный,Бытовая химия,1,687.9,55.2
DOC38772L670,Джинсы,Одежда,1,546.27,115.25
DOC17163T730,Сковорода,Посуда,6,650.43,70.07
DOC17163T730,Чашка,Посуда,3,931.9,91.71
DOC33957W449,Мыло,Бытовая химия,2,520.86,41.84
DOC33957W449,Шампунь,Бытовая химия,3,818.36,21.02
DOC33957W449,Кастрюля,Посуда,6,729.9,135.24
DOC65432Y192,Сковорода,Посуда,10,532.68,62.06
DOC65432Y192,Средство для мытья посуды,Бытовая химия,3,456.2,111.06
DOC65432Y192,Средство для мытья посуды,Бытовая химия,3,445.43,21.75
DOC65432Y192,Мыло,Бытовая химия,5,174.41,5.19
DOC65432Y192,Вилка,Посуда,2,844.29,133.21
DOC58507V679,Нож,Посуда,4,388.64,49.97
DOC58507V679,Порошок стиральный,Бытовая химия,6,680.67,195.94
DOC58507V679,Средство для мытья посуды,Бытовая химия,7,888.94,18.28
DOC26952X360,Средство для мытья посуды,Бытовая химия,6,399.31,42.65
DOC26952X360,Полотенце,Текстиль,2,551.31,67.75
DOC26952X360,Нож,Посуда,4,477.97,17.77
DOC26952X360,Простыня,Текстиль,9,92.17,3.35
DOC26952X360,Футболка,Одежда,10,296.17,74.22
DOC55074W271,Средство для мытья посуды,Бытовая химия,3,424.21,113.83
DOC55074W271,Тарелка,Посуда,8,190.19,19.08
DOC55074W271,Куртка,Одежда,3,196.87,11.02
DOC55074W271,Чашка,Посуда,7,53.28,6.56
DOC55074W271,Джинсы,Одежда,2,663.46,28.96
DOC80242U563,Шампунь,Бытовая химия,7,905.99,146.56
DOC80242U563,Вилка,Посуда,8,22.34,1.71
DOC80242U563,Нож,Посуда,3,367.77,55.82
DOC80242U563,Кастрюля,Посуда,3,63.97,0.9
DOC61302O414,Мыло,Бытовая химия,9,785.11,197.37
DOC61302O414,Чашка,Посуда,3,587.72,148.24
DOC34738N691,Кастрюля,Посуда,10,790.87,25.45
DOC34738N691,Мыло,Бытовая химия,1,358.5,68.25
DOC34738N691,Нож,Посуда,9,949.82,186.58
DOC34738N691,Простыня,Текстиль,7,977.98,95.71
DOC80201S876,Чашка,Посуда,8,820.59,99.26
DOC80201S876,Кастрюля,Посуда,4,169.4,11.05
DOC80201S876,Сковорода,Посуда,6,991.3,191.22
DOC80201S876,Сковорода,Посуда,3,649.8,141.37
DOC72125D313,Шампунь,Бытовая химия,7,921.71,124.5
DOC72125D313,Наволочка,Текстиль,6,939.22,137.31
DOC72125D313,Джинсы,Одежда,1,973.42,192.69
DOC72125D313,Наволочка,Текстиль,3,796.51,221.37
DOC72125D313,Сковорода,Посуда,10,491.12,46.4
DOC25550T189,Чашка,Посуда,2,892.14,32.14
DOC25550T189,Ложка,Посуда,9,909.16,99.42
DOC25550T189,Нож,Посуда,3,63.46,0.75
DOC25550T189,Шампунь,Бытовая химия,10,725.44,139.97
DOC25550T189,Простыня,Текстиль,8,247.96,55.51
DOC55642N592,Средство для мытья посуды,Бытовая химия,3,772.83,211.71
DOC55642N592,Чашка,Посуда,10,854.97,212.69
DOC18677N435,Тарелка,Посуда,8,301.41,32.92
DOC18677N435,Порошок стиральный,Бытовая химия,9,402.15,118.77
DOC18677N435,Ложка,Посуда,1,788.89,45.53
DOC47770I869,Средство для мытья посуды,Бытовая химия,5,646.71,45.5
DOC47770I869,Куртка,Одежда,1,33.17,3.26
DOC47770I869,Джинсы,Одежда,8,479.57,105.27
DOC44438V797,Нож,Посуда,1,734.93,215.82
