doc_id,item,category,amount,price,discount
DOC78590D123,Порошок стиральный,Бытовая химия,9,875.31,59.0
DOC78590D123,Куртка,Одежда,4,425.85,68.26
DOC78590D123,Ложка,Посуда,6,573.83,46.45
DOC31178J430,Полотенце,Текстиль,2,190.6,3.35
DOC31178J430,Порошок стиральный,Бытовая химия,8,285.4,44.74
DOC31178J430,Порошок стиральный,Бытовая химия,9,479.68,61.38
DOC31178J430,Куртка,Одежда,8,808.14,226.42
DOC23534J957,Наволочка,Текстиль,4,754.98,92.21
DOC23534J957,Футболка,Одежда,7,452.55,0.44
DOC23534J957,Джинсы,Одежда,1,471.85,116.8
DOC23534J957,Средство для мытья посуды,Бытовая химия,2,586.74,61.43
DOC23534J957,Нож,Посуда,6,17.81,0.88
DOC99336B624,Шампунь,Бытовая химия,6,518.04,111.94
DOC99336B624,Сковорода,Посуда,3,588.06,141.22
DOC99336B624,Мыло,Бытовая химия,6,30.35,2.37
DOC99336B624,Сковорода,Посуда,2,845.19,109.08
DOC61806A281,Куртка,Одежда,8,311.79,20.32
DOC61806A281,Мыло,Бытовая химия,5,27.27,1.12
DOC61806A281,Вилка,Посуда,5,926.43,79.45
DOC61806A281,Шампунь,Бытовая химия,10,156.39,43.92
DOC34546O290,Нож,Посуда,3,873.58,170.34
DOC34546O290,Кастрюля,Посуда,10,640.78,134.17
DOC67687V821,Мыло,Бытовая химия,2,883.22,233.71
DOC92385N103,Сковорода,Посуда,8,532.72,50.7
DOC92385N103,Ложка,Посуда,7,118.13,8.02
DOC92385N103,Порошок стиральный,Бытовая химия,1,160.89,6.67
DOC28895B235,Наволочка,Текстиль,5,64.64,18.76
DOC28895B235,Наволочка,Текстиль,10,198.28,40.3
DOC36565I759,Шампунь,Бытовая химия,5,550.46,96.08
DOC96723K170,Шампунь,Бытовая химия,9,805.93,59.53
DOC96723K170,Мыло,Бытовая химия,5,174.29,35.95
DOC96723K170,Тарелка,Посуда,3,74.57,1.11
DOC96723K170,Куртка,Одежда,10,687.18,6.47
DOC96723K170,Наволочка,Текстиль,2,836.03,214.33
DOC93344X906,Ложка,Посуда,7,143.28,12.17
DOC93344X906,Нож,Посуда,1,138.44,0.66
DOC33086N592,Вилка,Посуда,8,241.58,33.19
DOC89634C901,Полотенце,Текстиль,3,650.26,53.76
DOC89634C901,Шампунь,Бытовая химия,1,764.14,203.41
DOC89634C901,Средство для мытья посуды,Бытовая химия,4,850.28,18.35
DOC89634C901,Футболка,Одежда,5,246.67,10.85
DOC89634C901,Порошок стиральный,Бытовая химия,10,983.78,274.9
DOC48111D549,Куртка,Одежда,2,150.43,15.98
DOC48111D549,Шампунь,Бытовая химия,3,686.89,32.63
DOC48111D549,Сковорода,Посуда,10,899.44,262.89
DOC48111D549,Нож,Посуда,5,135.67,35.57
DOC18153I911,Кастрюля,Посуда,9,668.64,15.96
DOC18153I911,Наволочка,Текстиль,6,429.75,60.6
DOC18153I911,Тарелка,Посуда,10,177.45,39.49
DOC18153I911,Шампунь,Бытовая химия,4,118.51,3.08
DOC43678P863,Сковорода,Посуда,5,97.55,9.2
DOC43678P863,Мыло,Бытовая химия,9,828.76,73.1
DOC85270C908,Футболка,Одежда,8,61.0,8.8
DOC85270C908,Сковорода,Посуда,7,536.68,118.81
DOC85270C908,Наволочка,Текстиль,5,385.96,55.44
